,,II.,40,400,401,402,4020,4021,4022,4023,4024,4025,4026,4027,4029,403,4031,4032,4033,4034,409,41,410,4100,4102,411,4110,4111,4112,4113,4117,4119,412,4120,413,4130,4131,4132,4133,42,420,4200,4201,4202,4203,4204,4205,4206,4207,4208,43,430,4300,4301,4302,4303,4304,4305,4306,4307,4308,III.
124.,RAČE - FRAM,2.539.797 ,477.779 ,128.292 ,17.793 ,331.539 ,47.759 ,0 ,76.536 ,5.066 ,1.444 ,149.808 ,0 ,0 ,50.926 ,154 ,154 ,0 ,0 ,0 ,0 ,835.670 ,216.796 ,0 ,216.796 ,107.465 ,0 ,0 ,0 ,0 ,0 ,107.465 ,82.566 ,82.566 ,428.843 ,2.086 ,33.175 ,0 ,393.582 ,1.120.331 ,1.120.331 ,0 ,0 ,5.358 ,0 ,813.566 ,230.955 ,48.727 ,0 ,21.724 ,106.017 ,106.017 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,106.017 ,0 ,-31.652 
125.,RADEČE,1.817.163 ,335.019 ,127.116 ,19.988 ,121.574 ,26.331 ,17 ,15.223 ,1.790 ,409 ,18.077 ,15.999 ,0 ,43.728 ,10.015 ,0 ,0 ,0 ,10.015 ,56.326 ,830.650 ,0 ,0 ,0 ,141.003 ,0 ,0 ,1.627 ,0 ,0 ,139.376 ,57.065 ,57.065 ,632.582 ,12.519 ,21.991 ,0 ,598.072 ,177.182 ,177.182 ,0 ,0 ,29.398 ,0 ,0 ,48.135 ,71.570 ,0 ,28.080 ,474.311 ,474.311 ,0 ,0 ,0 ,405.984 ,0 ,0 ,0 ,68.327 ,0 ,3.998 
126.,RADENCI,2.386.580 ,544.483 ,103.923 ,14.509 ,408.813 ,75.067 ,0 ,99.065 ,1.536 ,1.990 ,94.901 ,0 ,0 ,136.254 ,17.238 ,17.238 ,0 ,0 ,0 ,0 ,852.829 ,124.896 ,0 ,124.896 ,83.805 ,0 ,0 ,0 ,0 ,2.975 ,80.830 ,134.802 ,134.802 ,509.326 ,52.162 ,29.811 ,4.135 ,423.218 ,883.392 ,883.392 ,0 ,0 ,3.777 ,384 ,823.681 ,25.250 ,2.391 ,0 ,27.909 ,105.875 ,105.875 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,105.875 ,0 ,-78.977 
127.,RADLJE OB DRAVI,2.405.754 ,736.659 ,113.399 ,14.960 ,574.282 ,56.213 ,48.302 ,61.830 ,2.637 ,2.145 ,305.525 ,8.379 ,0 ,89.251 ,11.413 ,8.229 ,2.504 ,0 ,680 ,22.605 ,1.014.927 ,26.911 ,0 ,26.911 ,273.873 ,6.935 ,0 ,1.323 ,0 ,11.814 ,253.802 ,139.155 ,139.155 ,574.987 ,35.336 ,28.643 ,0 ,511.008 ,402.959 ,402.959 ,0 ,0 ,2.888 ,4.402 ,151.419 ,171.132 ,17.026 ,0 ,56.092 ,251.210 ,251.210 ,0 ,146.052 ,45.088 ,0 ,0 ,0 ,1.669 ,58.400 ,0 ,-108.538 
128.,RADOVLJICA,7.072.655 ,974.353 ,330.487 ,46.712 ,565.144 ,156.130 ,3.985 ,144.241 ,8.070 ,601 ,28.347 ,918 ,0 ,222.851 ,0 ,0 ,0 ,0 ,0 ,32.011 ,3.106.038 ,162.339 ,30.571 ,131.768 ,266.934 ,0 ,0 ,37.957 ,0 ,10.850 ,218.127 ,469.909 ,469.909 ,2.206.856 ,206.610 ,0 ,0 ,2.000.246 ,1.945.084 ,1.945.084 ,157.453 ,0 ,17.309 ,0 ,940.156 ,200.797 ,424.094 ,0 ,205.275 ,1.047.179 ,1.047.179 ,344.458 ,0 ,190.941 ,292.568 ,0 ,89.059 ,117 ,130.037 ,0 ,100.914 
129.,RAVNE NA KOROŠKEM,4.438.045 ,1.191.871 ,341.738 ,44.091 ,703.217 ,57.403 ,27.157 ,71.290 ,3.948 ,6.042 ,425.939 ,5.688 ,0 ,105.750 ,81.001 ,7.695 ,0 ,73.306 ,0 ,21.824 ,1.867.084 ,48.894 ,15.331 ,33.563 ,393.478 ,0 ,0 ,16.149 ,0 ,9.301 ,368.027 ,194.379 ,194.379 ,1.230.333 ,75.004 ,0 ,9.097 ,1.146.232 ,1.154.073 ,1.154.073 ,150.447 ,0 ,33.625 ,0 ,774.019 ,27.754 ,89.797 ,0 ,78.430 ,225.017 ,225.017 ,2.262 ,0 ,37.556 ,39.513 ,0 ,0 ,0 ,145.685 ,0 ,92.914 
130.,RAZKRIŽJE,437.594 ,93.603 ,31.405 ,4.478 ,52.295 ,5.588 ,0 ,13.867 ,1.452 ,2.575 ,12.490 ,0 ,0 ,16.324 ,29 ,29 ,0 ,0 ,0 ,5.396 ,217.998 ,25.726 ,3.067 ,22.659 ,40.594 ,0 ,0 ,0 ,0 ,0 ,40.594 ,7.628 ,7.628 ,144.049 ,0 ,7.762 ,1.627 ,134.660 ,102.391 ,102.391 ,12.936 ,0 ,5.291 ,5.053 ,67.297 ,0 ,0 ,0 ,11.814 ,23.602 ,23.602 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23.602 ,0 ,8.062 
131.,RIBNICA,3.602.575 ,709.005 ,245.372 ,26.327 ,385.541 ,86.534 ,14.184 ,29.953 ,134.635 ,5.496 ,34.881 ,8.433 ,0 ,71.424 ,15.411 ,15.411 ,0 ,0 ,0 ,36.355 ,1.323.865 ,76.256 ,0 ,76.256 ,92.739 ,0 ,0 ,0 ,0 ,1.314 ,91.425 ,0 ,0 ,1.154.870 ,42.664 ,17.810 ,8.888 ,1.085.507 ,1.436.029 ,1.436.029 ,21.507 ,0 ,23.606 ,11.584 ,816.007 ,417.885 ,61.288 ,0 ,84.151 ,133.676 ,133.676 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,133.676 ,0 ,-74.107 
132.,RIBNICA NA POHORJU,601.377 ,74.078 ,14.914 ,2.020 ,53.714 ,13.454 ,2.016 ,8.659 ,129 ,2.103 ,860 ,0 ,0 ,26.494 ,0 ,0 ,0 ,0 ,0 ,3.430 ,317.547 ,7.236 ,5.012 ,2.224 ,66.304 ,0 ,0 ,7.515 ,0 ,0 ,58.788 ,53.267 ,53.267 ,190.740 ,409 ,1.252 ,92.184 ,96.895 ,190.244 ,190.244 ,0 ,0 ,7.849 ,246 ,1.027 ,175.864 ,0 ,0 ,5.258 ,19.508 ,19.508 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,19.508 ,0 ,6.535 
133.,ROGAŠKA SLATINA,3.405.959 ,525.993 ,235.870 ,30.713 ,171.908 ,44.513 ,17.251 ,15.765 ,5.325 ,7.044 ,29.102 ,12.744 ,0 ,40.164 ,8.617 ,0 ,8.617 ,0 ,0 ,78.885 ,2.132.995 ,43.035 ,0 ,43.035 ,234.769 ,13.324 ,0 ,20.510 ,0 ,0 ,200.935 ,149.282 ,149.282 ,1.705.909 ,230.195 ,64.017 ,0 ,1.411.697 ,721.395 ,721.395 ,0 ,0 ,8.671 ,0 ,634.122 ,57.737 ,20.865 ,0 ,0 ,25.576 ,25.576 ,0 ,0 ,25.576 ,0 ,0 ,0 ,0 ,0 ,0 ,237.181 
134.,ROGAŠOVCI,1.431.276 ,221.027 ,55.062 ,8.029 ,151.344 ,12.982 ,0 ,32.365 ,517 ,7.641 ,53.968 ,2.479 ,0 ,41.391 ,2.420 ,2.420 ,0 ,0 ,0 ,4.173 ,562.197 ,134.448 ,0 ,134.448 ,130.475 ,6.259 ,0 ,0 ,0 ,0 ,124.215 ,53.338 ,53.338 ,243.937 ,84.352 ,45.981 ,0 ,113.604 ,619.087 ,619.087 ,0 ,0 ,16.963 ,4.607 ,563.136 ,24.520 ,2.637 ,0 ,7.223 ,28.964 ,28.964 ,0 ,0 ,14.363 ,0 ,0 ,0 ,0 ,14.601 ,0 ,4.407 
135.,ROGATEC,1.840.327 ,367.359 ,108.191 ,12.911 ,212.026 ,75.413 ,15.978 ,40.081 ,4.152 ,4.745 ,31.894 ,10.933 ,0 ,28.831 ,13 ,13 ,0 ,0 ,0 ,34.218 ,435.495 ,5.312 ,0 ,5.312 ,80.471 ,0 ,0 ,0 ,0 ,0 ,80.471 ,46.829 ,46.829 ,302.883 ,0 ,19.846 ,11.684 ,271.353 ,985.065 ,985.065 ,34.268 ,0 ,11.250 ,1.874 ,660.708 ,182.102 ,49.211 ,0 ,45.652 ,52.408 ,52.408 ,0 ,0 ,27.124 ,0 ,0 ,0 ,0 ,25.284 ,0 ,90.916 
136.,RUŠE,3.179.169 ,1.046.945 ,417.051 ,56.430 ,559.072 ,117.184 ,0 ,115.886 ,12.318 ,4.344 ,207.390 ,9.786 ,0 ,92.163 ,0 ,0 ,0 ,0 ,0 ,14.392 ,1.349.387 ,14.042 ,0 ,14.042 ,202.416 ,0 ,0 ,0 ,0 ,0 ,202.416 ,122.621 ,122.621 ,1.010.307 ,154.665 ,41.713 ,292.597 ,521.332 ,573.911 ,573.911 ,0 ,0 ,29.469 ,0 ,256.501 ,117.288 ,125.701 ,0 ,44.951 ,208.926 ,208.926 ,0 ,0 ,35.111 ,0 ,0 ,0 ,0 ,173.815 ,0 ,-205.504 
137.,SELNICA OB DRAVI,1.971.287 ,685.229 ,202.245 ,28.603 ,444.218 ,54.586 ,0 ,63.943 ,4.222 ,1.958 ,252.902 ,4.979 ,0 ,61.628 ,0 ,0 ,0 ,0 ,0 ,10.162 ,779.066 ,32.301 ,0 ,32.301 ,222.524 ,0 ,0 ,0 ,0 ,0 ,222.524 ,110.242 ,110.242 ,413.999 ,0 ,39.473 ,2.193 ,372.333 ,257.573 ,257.573 ,0 ,0 ,30.477 ,0 ,115.231 ,102.436 ,0 ,0 ,9.429 ,249.419 ,249.419 ,0 ,0 ,20.865 ,1.050 ,0 ,0 ,0 ,227.504 ,0 ,-19.800 
138.,SEMIČ,1.726.189 ,352.767 ,92.689 ,12.381 ,237.986 ,29.019 ,0 ,23.915 ,3.618 ,2.879 ,134.735 ,4.089 ,0 ,39.730 ,113 ,0 ,0 ,113 ,0 ,9.598 ,510.950 ,85.996 ,739 ,85.257 ,271.424 ,0 ,0 ,659 ,0 ,6.326 ,264.438 ,70.093 ,70.093 ,83.438 ,3.601 ,14.543 ,0 ,65.294 ,543.549 ,543.549 ,730 ,6.163 ,8.826 ,0 ,372.183 ,42.810 ,34.468 ,0 ,78.368 ,318.924 ,318.924 ,5.842 ,0 ,19.901 ,170.143 ,0 ,0 ,0 ,123.039 ,0 ,37.594 
139.,SEVNICA,7.292.601 ,1.473.514 ,306.718 ,41.733 ,1.053.080 ,98.756 ,14.155 ,125.668 ,326.982 ,6.589 ,370.760 ,501 ,1.264 ,108.404 ,32.924 ,26.531 ,6.393 ,0 ,0 ,39.059 ,2.324.599 ,118.273 ,0 ,118.273 ,413.182 ,0 ,0 ,0 ,0 ,5.976 ,407.207 ,128.973 ,128.973 ,1.664.171 ,61.342 ,76.177 ,0 ,1.526.652 ,2.562.193 ,2.562.193 ,251.252 ,0 ,43.820 ,0 ,1.374.195 ,727.253 ,36.288 ,0 ,129.386 ,932.294 ,932.294 ,620.285 ,0 ,26.331 ,0 ,0 ,0 ,0 ,285.679 ,0 ,-99.929 
140.,SEŽANA,5.410.595 ,1.253.196 ,387.389 ,53.689 ,807.945 ,57.611 ,20.885 ,158.625 ,3.706 ,3.872 ,173.143 ,9.523 ,59.080 ,321.499 ,0 ,0 ,0 ,0 ,0 ,4.173 ,2.200.213 ,68.757 ,26.281 ,42.476 ,875.922 ,0 ,0 ,40.945 ,296 ,2.178 ,832.503 ,265.674 ,265.674 ,989.860 ,94.116 ,0 ,20.865 ,874.879 ,1.136.859 ,1.136.859 ,0 ,0 ,55.058 ,0 ,966.525 ,0 ,45.714 ,0 ,69.563 ,820.326 ,820.326 ,13.641 ,0 ,17.885 ,395.835 ,0 ,0 ,0 ,392.964 ,0 ,137.665 
141.,SLOVENJ GRADEC (M),8.151.694 ,2.294.371 ,446.224 ,63.199 ,1.682.891 ,132.453 ,81.931 ,145.764 ,13.633 ,21.858 ,917.343 ,126.686 ,18.586 ,224.637 ,42.960 ,1.227 ,0 ,41.733 ,0 ,59.097 ,2.355.225 ,723.160 ,719.976 ,3.184 ,504.177 ,0 ,0 ,1.135 ,0 ,0 ,503.042 ,239.021 ,239.021 ,888.867 ,22.747 ,51.965 ,86.421 ,727.733 ,2.691.738 ,2.691.738 ,29.720 ,0 ,178.806 ,0 ,1.958.667 ,41.471 ,206.864 ,0 ,276.210 ,810.361 ,810.361 ,0 ,0 ,19.521 ,790.840 ,0 ,0 ,0 ,0 ,0 ,810.996 
142.,SLOVENSKA BISTRICA,11.219.508 ,2.244.842 ,489.755 ,64.914 ,1.553.184 ,166.450 ,67.159 ,412.794 ,17.293 ,4.548 ,714.188 ,30.400 ,0 ,140.352 ,83.204 ,83.204 ,0 ,0 ,0 ,53.785 ,5.347.108 ,166.975 ,0 ,166.975 ,2.644.784 ,0 ,0 ,8.421 ,0 ,58.116 ,2.578.247 ,538.362 ,538.362 ,1.996.987 ,447.296 ,139.059 ,287.982 ,1.122.651 ,2.796.319 ,2.796.319 ,358.872 ,0 ,31.347 ,0 ,1.720.819 ,295.710 ,48.473 ,5.295 ,335.804 ,831.239 ,831.239 ,322.684 ,110.787 ,78.989 ,0 ,0 ,0 ,0 ,318.778 ,0 ,626.799 
143.,SLOVENSKE KONJICE,4.630.771 ,1.069.784 ,229.857 ,32.949 ,774.149 ,279.674 ,1.335 ,92.318 ,11.100 ,634 ,278.343 ,609 ,263 ,109.873 ,8.417 ,8.075 ,0 ,342 ,0 ,24.412 ,2.096.620 ,173.602 ,0 ,173.602 ,948.322 ,0 ,0 ,0 ,0 ,8.317 ,940.006 ,207.945 ,207.945 ,766.750 ,179.924 ,50.405 ,72.096 ,464.326 ,920.748 ,920.748 ,4.540 ,0 ,16.370 ,0 ,534.702 ,226.849 ,67.547 ,0 ,70.739 ,543.620 ,543.620 ,161.759 ,131.017 ,25.872 ,30.671 ,0 ,12.519 ,15.440 ,166.341 ,0 ,51.732 
144.,SODRAŽICA,670.009 ,178.438 ,54.974 ,6.764 ,108.646 ,24.107 ,488 ,6.627 ,0 ,2.162 ,69.354 ,0 ,0 ,5.909 ,0 ,0 ,0 ,0 ,0 ,8.054 ,257.787 ,4.765 ,0 ,4.765 ,40.373 ,0 ,0 ,3.639 ,0 ,0 ,36.734 ,17.735 ,17.735 ,194.913 ,0 ,0 ,0 ,194.913 ,223.005 ,223.005 ,0 ,0 ,2.654 ,4.311 ,176.052 ,9.097 ,25.038 ,0 ,5.855 ,10.779 ,10.779 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.779 ,0 ,31.781 
145.,SOLČAVA,399.971 ,104.148 ,34.372 ,3.188 ,66.007 ,19.120 ,1.465 ,10.144 ,296 ,1.536 ,28.726 ,250 ,0 ,4.469 ,580 ,54 ,0 ,526 ,0 ,0 ,129.828 ,17.159 ,0 ,17.159 ,69.696 ,818 ,668 ,588 ,0 ,0 ,67.622 ,22.905 ,22.905 ,20.068 ,0 ,1.753 ,96 ,18.219 ,142.088 ,142.088 ,0 ,0 ,2.575 ,0 ,110.633 ,20.468 ,1.314 ,138 ,6.960 ,23.907 ,23.907 ,0 ,0 ,0 ,0 ,0 ,23.907 ,0 ,0 ,0 ,5.704 
146.,STARŠE,1.414.342 ,285.124 ,109.506 ,15.223 ,159.577 ,38.575 ,2.099 ,48.368 ,1.673 ,6.360 ,4.603 ,576 ,0 ,57.323 ,818 ,818 ,0 ,0 ,0 ,0 ,906.948 ,193.261 ,0 ,193.261 ,93.031 ,0 ,0 ,0 ,0 ,0 ,93.031 ,125.643 ,125.643 ,495.013 ,12.727 ,20.431 ,0 ,461.855 ,193.595 ,193.595 ,0 ,11.163 ,4.215 ,1.319 ,87.494 ,10.812 ,25.789 ,0 ,52.804 ,28.676 ,28.676 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,28.676 ,0 ,341.491 
147.,SVETA ANA,985.115 ,102.212 ,47.972 ,5.074 ,36.601 ,12.364 ,0 ,5.771 ,1.903 ,1.093 ,3.960 ,0 ,0 ,11.509 ,242 ,0 ,0 ,242 ,0 ,12.323 ,375.217 ,19.421 ,0 ,19.421 ,49.833 ,0 ,0 ,0 ,0 ,0 ,49.833 ,22.121 ,22.121 ,283.842 ,0 ,11.701 ,0 ,272.142 ,431.731 ,431.731 ,0 ,12.669 ,3.889 ,0 ,388.520 ,313 ,0 ,0 ,26.340 ,75.956 ,75.956 ,0 ,0 ,0 ,0 ,0 ,0 ,56.585 ,19.371 ,0 ,-9.155 
148.,SVETI ANDRAŽ V SLOV. GORICAH,551.761 ,132.828 ,51.598 ,7.369 ,71.345 ,14.977 ,334 ,9.009 ,0 ,8.246 ,29.352 ,0 ,0 ,9.427 ,0 ,0 ,0 ,0 ,0 ,2.516 ,225.793 ,103.835 ,0 ,103.835 ,29.866 ,0 ,0 ,0 ,0 ,0 ,29.866 ,26.344 ,26.344 ,65.749 ,0 ,9.201 ,0 ,56.547 ,178.196 ,178.196 ,0 ,0 ,12.210 ,0 ,117.230 ,19.901 ,7.511 ,0 ,21.345 ,14.943 ,14.943 ,0 ,0 ,0 ,14.943 ,0 ,0 ,0 ,0 ,0 ,38.929 
149.,SVETI JURIJ,1.144.417 ,241.955 ,57.428 ,8.287 ,170.815 ,6.710 ,4.223 ,25.755 ,0 ,2.107 ,80.358 ,0 ,0 ,51.661 ,0 ,0 ,0 ,0 ,0 ,5.425 ,507.920 ,124.942 ,0 ,124.942 ,91.733 ,0 ,0 ,0 ,0 ,0 ,91.733 ,57.620 ,57.620 ,233.625 ,0 ,20.189 ,547 ,212.890 ,321.507 ,321.507 ,0 ,0 ,2.654 ,2.996 ,259.059 ,44.592 ,459 ,0 ,11.747 ,73.035 ,73.035 ,0 ,0 ,43.691 ,0 ,0 ,0 ,0 ,29.344 ,0 ,94.496 
150.,ŠALOVCI,1.427.162 ,148.164 ,35.812 ,5.037 ,85.745 ,34.669 ,0 ,9.940 ,0 ,2.483 ,29.715 ,0 ,0 ,8.938 ,5.646 ,5.646 ,0 ,0 ,0 ,15.924 ,421.249 ,51.694 ,0 ,51.694 ,119.266 ,16.370 ,0 ,13.967 ,0 ,0 ,88.929 ,39.505 ,39.505 ,210.783 ,191.913 ,0 ,1.911 ,16.959 ,450.810 ,450.810 ,0 ,0 ,15.415 ,0 ,298.131 ,137.264 ,0 ,0 ,0 ,406.940 ,406.940 ,0 ,0 ,13.353 ,0 ,0 ,0 ,19.279 ,374.307 ,0 ,-79.765 
151.,ŠEMPETER - VRTOJBA,4.194.836 ,1.413.276 ,114.389 ,18.579 ,1.280.309 ,743.722 ,27.357 ,223.087 ,3.798 ,883 ,72.080 ,37.240 ,0 ,172.142 ,0 ,0 ,0 ,0 ,0 ,0 ,1.104.929 ,55.505 ,35.146 ,20.359 ,101.178 ,0 ,0 ,0 ,0 ,0 ,101.178 ,253.697 ,253.697 ,694.549 ,80.508 ,15.645 ,0 ,598.395 ,360.345 ,360.345 ,0 ,7.511 ,40.767 ,0 ,148.306 ,36.102 ,43.907 ,0 ,83.752 ,1.316.285 ,1.316.285 ,0 ,34.427 ,23.151 ,0 ,0 ,2.641 ,0 ,1.256.067 ,0 ,556.732 
152.,ŠENČUR,2.160.462 ,484.139 ,93.857 ,12.519 ,359.610 ,49.925 ,9.560 ,59.719 ,1.223 ,1.360 ,162.924 ,814 ,1.703 ,72.384 ,0 ,0 ,0 ,0 ,0 ,18.152 ,944.379 ,58.091 ,3.393 ,54.699 ,224.086 ,0 ,11.142 ,2.692 ,0 ,0 ,210.253 ,132.403 ,132.403 ,529.799 ,0 ,20.698 ,0 ,509.101 ,717.109 ,717.109 ,11.592 ,0 ,17.117 ,21.282 ,488.929 ,113.241 ,39.534 ,0 ,25.413 ,14.835 ,14.835 ,0 ,0 ,4.185 ,0 ,0 ,0 ,0 ,10.649 ,0 ,500.284 
153.,ŠENTILJ,3.963.729 ,627.717 ,364.739 ,30.016 ,201.761 ,42.493 ,9.723 ,27.078 ,8.479 ,5.358 ,17.635 ,0 ,0 ,90.995 ,10.482 ,10.482 ,0 ,0 ,0 ,20.719 ,1.988.875 ,81.981 ,0 ,81.981 ,306.706 ,0 ,0 ,0 ,0 ,0 ,306.706 ,171.119 ,171.119 ,1.429.069 ,64.004 ,95.969 ,0 ,1.269.095 ,1.092.088 ,1.092.088 ,0 ,17.585 ,19.767 ,0 ,851.703 ,171.303 ,0 ,0 ,31.731 ,255.049 ,255.049 ,0 ,0 ,0 ,0 ,0 ,0 ,145.927 ,109.122 ,0 ,259.740 
154.,ŠENTJERNEJ,2.803.372 ,626.582 ,92.935 ,14.121 ,509.301 ,107.520 ,9.869 ,265.757 ,5.170 ,7.624 ,46.211 ,12.206 ,634 ,54.311 ,0 ,0 ,0 ,0 ,0 ,10.224 ,991.550 ,87.656 ,0 ,87.656 ,368.161 ,104 ,0 ,19.984 ,0 ,3.242 ,344.830 ,74.599 ,74.599 ,461.133 ,0 ,0 ,0 ,461.133 ,1.185.240 ,1.185.240 ,0 ,0 ,37.694 ,0 ,878.852 ,99.220 ,6.952 ,0 ,162.523 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,31.915 
155.,ŠENTJUR,5.911.000 ,798.139 ,293.920 ,44.496 ,448.936 ,154.465 ,21.770 ,51.398 ,0 ,0 ,102.525 ,5.709 ,993 ,112.076 ,10.787 ,0 ,0 ,10.787 ,0 ,0 ,2.725.292 ,219.375 ,0 ,219.375 ,450.868 ,0 ,0 ,0 ,0 ,0 ,450.868 ,170.965 ,170.965 ,1.884.084 ,56.335 ,123.260 ,308.671 ,1.395.819 ,2.387.569 ,2.387.569 ,14.443 ,8.346 ,47.334 ,1.252 ,1.125.238 ,1.062.715 ,0 ,0 ,128.242 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,177.938 
156.,ŠKOCJAN,1.160.370 ,132.073 ,52.612 ,7.720 ,71.741 ,12.439 ,2.979 ,15.569 ,2.182 ,2.804 ,3.701 ,0 ,0 ,32.065 ,0 ,0 ,0 ,0 ,0 ,0 ,554.319 ,118.974 ,0 ,118.974 ,146.570 ,0 ,0 ,0 ,0 ,1.794 ,144.776 ,51.586 ,51.586 ,237.189 ,0 ,17.685 ,0 ,219.504 ,330.412 ,330.412 ,0 ,0 ,2.166 ,0 ,279.081 ,0 ,6.422 ,0 ,42.743 ,143.565 ,143.565 ,0 ,0 ,22.951 ,65.924 ,0 ,0 ,0 ,54.690 ,0 ,51.803 
157.,ŠKOFJA LOKA,8.073.168 ,1.940.144 ,485.641 ,66.925 ,1.278.213 ,207.695 ,81.405 ,324.420 ,9.660 ,1.010 ,65.356 ,46.061 ,168.757 ,373.848 ,20.531 ,0 ,54 ,20.477 ,0 ,88.833 ,3.603.956 ,325.768 ,0 ,325.768 ,1.510.278 ,38.266 ,5.300 ,6.105 ,0 ,1.506 ,1.459.101 ,355.867 ,355.867 ,1.412.043 ,597.313 ,68.115 ,50.346 ,696.269 ,1.528.580 ,1.528.580 ,41.875 ,0 ,38.645 ,0 ,1.252.066 ,168.557 ,0 ,0 ,27.437 ,1.000.488 ,1.000.488 ,706.673 ,0 ,28.614 ,0 ,0 ,13.262 ,0 ,251.940 ,0 ,225.346 
158.,ŠKOFLJICA,2.190.252 ,614.180 ,141.283 ,13.174 ,430.512 ,157.707 ,1.352 ,80.567 ,6.405 ,1.139 ,118.991 ,11.551 ,0 ,52.800 ,0 ,0 ,0 ,0 ,0 ,29.210 ,804.582 ,26.832 ,0 ,26.832 ,623.619 ,18.136 ,0 ,0 ,0 ,0 ,605.483 ,68.277 ,68.277 ,85.854 ,0 ,0 ,0 ,85.854 ,634.439 ,634.439 ,0 ,0 ,12.047 ,0 ,500.709 ,60.399 ,1.990 ,0 ,59.293 ,137.051 ,137.051 ,0 ,0 ,50.058 ,142 ,0 ,0 ,15.444 ,71.407 ,0 ,80.062 
