,,II.,40,400,401,402,4020,4021,4022,4023,4024,4025,4026,4027,4029,403,4031,4032,4033,4034,409,41,410,4100,4102,411,4110,4111,4112,4113,4117,4119,412,4120,413,4130,4131,4132,4133,42,420,4200,4201,4202,4203,4204,4205,4206,4207,4208,43,430,4300,4301,4302,4303,4304,4305,4306,4307,4308,III.
159.,ŠMARJE PRI JELŠAH,3.888.783 ,755.809 ,235.386 ,25.576 ,468.999 ,61.922 ,2.925 ,123.327 ,94.755 ,4.127 ,120.493 ,351 ,1.552 ,59.548 ,5.742 ,5.742 ,0 ,0 ,0 ,20.105 ,1.671.307 ,42.151 ,0 ,42.151 ,293.928 ,0 ,0 ,0 ,0 ,764 ,293.165 ,143.966 ,143.966 ,1.191.262 ,177.270 ,68.895 ,29.210 ,915.886 ,1.201.623 ,1.201.623 ,459 ,0 ,30.971 ,0 ,919.763 ,137.523 ,5.158 ,0 ,107.749 ,260.044 ,260.044 ,0 ,0 ,110.320 ,20.994 ,0 ,41.099 ,0 ,87.631 ,0 ,127.541 
160.,ŠMARTNO OB PAKI,1.005.262 ,309.781 ,51.657 ,7.540 ,250.584 ,33.851 ,5.191 ,27.596 ,63 ,1.365 ,143.211 ,154 ,0 ,39.155 ,0 ,0 ,0 ,0 ,0 ,0 ,407.570 ,28.096 ,0 ,28.096 ,62.026 ,880 ,1.627 ,0 ,0 ,0 ,59.518 ,99.737 ,99.737 ,217.710 ,9.352 ,7.582 ,1.102 ,199.675 ,250.772 ,250.772 ,0 ,0 ,7.157 ,0 ,180.946 ,417 ,38.449 ,0 ,23.802 ,37.139 ,37.139 ,0 ,0 ,18.778 ,0 ,0 ,0 ,0 ,18.361 ,0 ,26.323 
161.,ŠOŠTANJ,3.748.105 ,1.058.108 ,162.748 ,22.271 ,780.333 ,95.547 ,22.546 ,66.654 ,20.401 ,4.244 ,365.740 ,751 ,14.067 ,190.381 ,42.530 ,1.757 ,0 ,40.774 ,0 ,50.225 ,1.427.016 ,39.088 ,6.042 ,33.045 ,185.449 ,0 ,0 ,0 ,0 ,192 ,185.257 ,156.977 ,156.977 ,1.045.502 ,462.085 ,21.975 ,2.817 ,558.625 ,1.184.756 ,1.184.756 ,27.124 ,0 ,34.180 ,29.448 ,975.814 ,32.549 ,8.154 ,0 ,77.487 ,78.226 ,78.226 ,0 ,0 ,0 ,78.226 ,0 ,0 ,0 ,0 ,0 ,-87.256 
162.,ŠTORE,2.379.135 ,519.437 ,80.613 ,10.257 ,371.824 ,48.176 ,4.215 ,60.119 ,10.144 ,280 ,176.857 ,29.135 ,271 ,42.626 ,56.743 ,52.245 ,4.498 ,0 ,0 ,0 ,420.502 ,19.241 ,0 ,19.241 ,309.723 ,2.404 ,0 ,359 ,0 ,9.335 ,297.626 ,39.564 ,39.564 ,51.974 ,3.338 ,0 ,0 ,48.635 ,1.411.067 ,1.411.067 ,142.777 ,0 ,6.347 ,0 ,864.493 ,253.605 ,28.359 ,0 ,115.486 ,28.130 ,28.130 ,0 ,0 ,27.045 ,0 ,0 ,0 ,0 ,1.085 ,0 ,34.326 
163.,TABOR,789.760 ,123.907 ,45.051 ,6.994 ,71.862 ,7.503 ,3.380 ,11.117 ,0 ,1.632 ,33.325 ,0 ,534 ,14.372 ,0 ,0 ,0 ,0 ,0 ,0 ,247.542 ,37.135 ,0 ,37.135 ,49.307 ,0 ,0 ,3.272 ,0 ,0 ,46.036 ,50.113 ,50.113 ,110.987 ,1.865 ,4.427 ,0 ,104.695 ,417.772 ,417.772 ,672 ,0 ,16.642 ,0 ,236.672 ,114.826 ,24.203 ,0 ,24.758 ,538 ,538 ,0 ,0 ,0 ,538 ,0 ,0 ,0 ,0 ,0 ,1.561 
164.,TIŠINA,2.189.680 ,386.668 ,131.343 ,13.445 ,177.137 ,18.190 ,584 ,18.148 ,1.903 ,1.294 ,102.704 ,0 ,0 ,34.314 ,64.743 ,0 ,0 ,64.743 ,0 ,0 ,785.061 ,178.797 ,0 ,178.797 ,145.806 ,2.412 ,1.035 ,2.007 ,0 ,0 ,140.352 ,76.473 ,76.473 ,383.984 ,174.011 ,30.091 ,18.294 ,161.588 ,689.217 ,689.217 ,1.181 ,0 ,30.179 ,492 ,653.351 ,0 ,4.014 ,0 ,0 ,328.735 ,328.735 ,0 ,0 ,1.669 ,0 ,0 ,0 ,0 ,327.066 ,0 ,-60.932 
165.,TOLMIN,6.147.075 ,1.255.479 ,302.871 ,40.807 ,842.489 ,66.721 ,0 ,69.667 ,8.742 ,10.512 ,462.953 ,9.694 ,74.407 ,139.793 ,46.361 ,44.554 ,0 ,1.807 ,0 ,22.951 ,2.142.439 ,26.060 ,0 ,26.060 ,380.875 ,0 ,0 ,29.327 ,271 ,1.936 ,349.341 ,157.470 ,157.470 ,1.578.034 ,175.993 ,41.884 ,7.257 ,1.352.900 ,2.514.730 ,2.514.730 ,138.520 ,0 ,39.760 ,0 ,1.766.667 ,386.421 ,62.903 ,0 ,120.460 ,234.427 ,234.427 ,0 ,0 ,39.810 ,170.247 ,0 ,0 ,0 ,24.370 ,0 ,56.890 
166.,TRBOVLJE,6.924.036 ,1.753.718 ,518.603 ,74.775 ,1.123.414 ,262.026 ,7.065 ,169.863 ,15.999 ,2.608 ,497.054 ,7.661 ,4 ,161.133 ,4.811 ,1.081 ,0 ,3.731 ,0 ,32.115 ,2.831.347 ,19.275 ,0 ,19.275 ,1.305.500 ,0 ,0 ,31.831 ,0 ,0 ,1.273.669 ,350.017 ,350.017 ,1.156.556 ,0 ,102.708 ,204.957 ,848.890 ,1.949.967 ,1.949.967 ,55.867 ,0 ,14.580 ,0 ,1.191.408 ,379.440 ,41.746 ,0 ,266.925 ,389.004 ,389.004 ,4.402 ,0 ,12.727 ,109.669 ,0 ,0 ,0 ,262.206 ,0 ,-163.662 
167.,TREBNJE,6.390.907 ,612.673 ,312.544 ,44.830 ,216.183 ,51.210 ,0 ,41.571 ,5.567 ,1.415 ,20.493 ,26.840 ,0 ,69.087 ,150 ,150 ,0 ,0 ,0 ,38.967 ,3.623.189 ,333.638 ,0 ,333.638 ,542.664 ,0 ,0 ,3.568 ,0 ,7.912 ,531.184 ,422.617 ,422.617 ,2.324.270 ,244.859 ,64.180 ,522 ,2.014.710 ,1.135.841 ,1.135.841 ,0 ,0 ,69.805 ,0 ,847.025 ,153.434 ,22.676 ,0 ,42.902 ,1.019.204 ,1.019.204 ,296.102 ,0 ,40.515 ,406.956 ,0 ,12.189 ,0 ,263.441 ,0 ,692.159 
168.,TRNOVSKA VAS,617.543 ,123.898 ,55.663 ,7.244 ,57.278 ,9.769 ,7.470 ,5.830 ,0 ,2.729 ,18.353 ,0 ,0 ,13.128 ,0 ,0 ,0 ,0 ,0 ,3.714 ,190.110 ,72.767 ,0 ,72.767 ,41.934 ,0 ,0 ,0 ,0 ,0 ,41.934 ,12.535 ,12.535 ,62.873 ,1.652 ,5.675 ,0 ,55.546 ,303.534 ,303.534 ,0 ,0 ,8.008 ,0 ,137.093 ,130.087 ,1.811 ,0 ,26.536 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-13.575 
169.,TRZIN,1.694.220 ,419.159 ,79.417 ,24.945 ,314.797 ,53.322 ,84.041 ,57.408 ,0 ,4.150 ,25.016 ,379 ,2.578 ,87.903 ,0 ,0 ,0 ,0 ,0 ,0 ,381.040 ,33.240 ,5.919 ,27.321 ,36.744 ,0 ,0 ,0 ,0 ,16.258 ,20.486 ,82.420 ,82.420 ,228.636 ,27.298 ,8.881 ,0 ,192.458 ,840.547 ,840.547 ,337.129 ,0 ,44.472 ,0 ,272.384 ,168.966 ,0 ,0 ,17.596 ,53.473 ,53.473 ,0 ,0 ,12.849 ,0 ,0 ,0 ,0 ,40.625 ,0 ,529.697 
170.,TRŽIČ,5.068.140 ,1.477.295 ,366.658 ,50.029 ,1.054.882 ,122.843 ,16.875 ,124.566 ,11.313 ,11.672 ,466.925 ,19.846 ,28.234 ,252.608 ,5.725 ,5.725 ,0 ,0 ,0 ,0 ,1.943.803 ,42.401 ,0 ,42.401 ,353.301 ,0 ,0 ,0 ,0 ,0 ,353.301 ,265.878 ,265.878 ,1.282.223 ,103.793 ,39.747 ,27.988 ,1.110.695 ,1.363.988 ,1.363.988 ,37.423 ,7.115 ,25.447 ,363 ,593.027 ,569.659 ,9.335 ,0 ,121.620 ,283.054 ,283.054 ,22.993 ,0 ,37.832 ,33.980 ,0 ,0 ,0 ,188.249 ,0 ,163.057 
171.,TURNIŠČE,2.104.603 ,169.029 ,67.919 ,9.168 ,79.423 ,12.114 ,4.978 ,20.598 ,5.187 ,2.858 ,23.227 ,0 ,0 ,10.462 ,0 ,0 ,0 ,0 ,0 ,12.519 ,708.529 ,39.071 ,0 ,39.071 ,307.081 ,0 ,0 ,255.179 ,0 ,0 ,51.903 ,10.716 ,10.716 ,351.661 ,7.511 ,0 ,45.981 ,298.168 ,149.437 ,149.437 ,0 ,0 ,3.593 ,0 ,0 ,145.844 ,0 ,0 ,0 ,1.077.608 ,1.077.608 ,104.323 ,0 ,0 ,973.285 ,0 ,0 ,0 ,0 ,0 ,-174.090 
172.,VELENJE (M),12.636.325 ,2.464.388 ,806.126 ,113.199 ,1.428.956 ,386.329 ,9.402 ,229.298 ,16.550 ,9.944 ,134.276 ,55.275 ,5.938 ,581.944 ,47.417 ,14.296 ,0 ,33.121 ,0 ,68.691 ,6.064.893 ,11.108 ,0 ,11.108 ,494.513 ,0 ,0 ,23.903 ,0 ,0 ,470.610 ,486.384 ,486.384 ,5.072.889 ,125.935 ,180.780 ,38.182 ,4.727.992 ,2.617.485 ,2.617.485 ,906.251 ,0 ,109.151 ,2.258 ,810.441 ,640.127 ,11.668 ,0 ,137.590 ,1.489.559 ,1.489.559 ,50.609 ,0 ,62.594 ,1.133.538 ,0 ,56.309 ,0 ,186.509 ,0 ,258.751 
173.,VELIKA POLANA,521.286 ,185.399 ,41.746 ,5.984 ,137.669 ,38.403 ,5.517 ,25.113 ,300 ,22.413 ,28.109 ,325 ,0 ,17.489 ,0 ,0 ,0 ,0 ,0 ,0 ,262.143 ,176.582 ,132.566 ,44.016 ,49.395 ,4.377 ,1.018 ,8.237 ,0 ,0 ,35.762 ,0 ,0 ,36.167 ,0 ,2.082 ,0 ,34.084 ,73.744 ,73.744 ,2.166 ,0 ,13.383 ,697 ,363 ,32.582 ,0 ,0 ,24.554 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,33.488 
174.,VELIKE LAŠČE,1.693.941 ,185.082 ,95.894 ,13.353 ,75.835 ,41.450 ,0 ,7.115 ,459 ,2.900 ,730 ,0 ,0 ,23.181 ,0 ,0 ,0 ,0 ,0 ,0 ,843.841 ,75.643 ,0 ,75.643 ,74.174 ,0 ,0 ,0 ,0 ,0 ,74.174 ,39.071 ,39.071 ,654.953 ,0 ,0 ,0 ,654.953 ,560.674 ,560.674 ,0 ,0 ,6.535 ,0 ,553.096 ,355 ,0 ,0 ,689 ,104.344 ,104.344 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,104.344 ,0 ,63 
175.,VERŽEJ,659.694 ,95.552 ,36.067 ,5.008 ,52.612 ,6.873 ,480 ,12.919 ,689 ,1.152 ,15.139 ,0 ,0 ,15.361 ,0 ,0 ,0 ,0 ,0 ,1.865 ,262.122 ,59.214 ,1.765 ,57.449 ,17.364 ,0 ,0 ,0 ,0 ,0 ,17.364 ,34.806 ,34.806 ,150.739 ,0 ,4.774 ,184 ,145.781 ,281.243 ,281.243 ,10.854 ,0 ,1.548 ,20.865 ,220.364 ,0 ,2.796 ,0 ,24.816 ,20.777 ,20.777 ,0 ,0 ,0 ,0 ,0 ,0 ,584 ,20.193 ,0 ,-27.249 
176.,VIDEM,2.365.398 ,503.714 ,110.457 ,14.200 ,367.147 ,46.194 ,0 ,66.767 ,6.030 ,246 ,193.486 ,0 ,0 ,54.423 ,0 ,0 ,0 ,0 ,0 ,11.910 ,1.000.885 ,324.291 ,7.257 ,317.034 ,224.791 ,0 ,743 ,3.359 ,0 ,0 ,220.689 ,71.958 ,71.958 ,379.845 ,46.674 ,56.835 ,0 ,276.335 ,832.624 ,832.624 ,0 ,5.183 ,39.125 ,34.064 ,435.069 ,295.577 ,0 ,0 ,23.606 ,28.176 ,28.176 ,0 ,0 ,28.176 ,0 ,0 ,0 ,0 ,0 ,0 ,-80.408 
177.,VIPAVA,2.283.959 ,486.868 ,96.958 ,13.875 ,362.010 ,29.753 ,0 ,30.512 ,13 ,2.041 ,208.175 ,154 ,0 ,91.362 ,0 ,0 ,0 ,0 ,0 ,14.025 ,882.624 ,16.692 ,12.519 ,4.173 ,541.642 ,559 ,6.760 ,693 ,0 ,0 ,533.630 ,103.518 ,103.518 ,220.773 ,78.338 ,16.600 ,26.577 ,99.257 ,728.063 ,728.063 ,93.540 ,0 ,12.118 ,0 ,390.273 ,163.428 ,8.596 ,0 ,60.107 ,186.405 ,186.405 ,97.379 ,0 ,72.943 ,0 ,0 ,0 ,0 ,16.082 ,0 ,193.574 
178.,VITANJE,983.208 ,355.066 ,64.593 ,8.408 ,282.065 ,27.700 ,13.825 ,43.252 ,755 ,597 ,142.556 ,0 ,0 ,53.380 ,0 ,0 ,0 ,0 ,0 ,0 ,319.258 ,60.236 ,0 ,60.236 ,142.017 ,10.779 ,7.349 ,221 ,0 ,0 ,123.669 ,44.842 ,44.842 ,72.162 ,0 ,0 ,0 ,72.162 ,292.560 ,292.560 ,0 ,0 ,13.270 ,497 ,227.967 ,7.987 ,21.808 ,0 ,21.032 ,16.324 ,16.324 ,759 ,0 ,0 ,0 ,0 ,0 ,0 ,15.565 ,0 ,-55.813 
179.,VODICE,1.592.664 ,766.208 ,129.511 ,14.672 ,599.862 ,63.466 ,1.360 ,53.388 ,4.895 ,7.624 ,223.176 ,4.407 ,0 ,241.546 ,0 ,0 ,0 ,0 ,0 ,22.162 ,451.786 ,21.303 ,0 ,21.303 ,317.163 ,0 ,4.173 ,3.009 ,0 ,4.210 ,305.771 ,59.552 ,59.552 ,53.768 ,0 ,8.058 ,0 ,45.710 ,339.793 ,339.793 ,0 ,0 ,28.843 ,0 ,88.090 ,80.450 ,30.087 ,0 ,112.323 ,34.877 ,34.877 ,0 ,0 ,31.297 ,0 ,0 ,0 ,0 ,3.580 ,0 ,-277.775 
180.,VOJNIK,3.333.901 ,706.168 ,203.793 ,28.610 ,460.140 ,104.002 ,13.433 ,76.986 ,19.934 ,6.389 ,143.903 ,18.428 ,7.186 ,69.880 ,9.452 ,9.452 ,0 ,0 ,0 ,4.173 ,1.273.602 ,102.379 ,0 ,102.379 ,810.908 ,78.459 ,1.619 ,13.353 ,0 ,154 ,717.322 ,147.283 ,147.283 ,213.032 ,58.726 ,41.913 ,0 ,112.394 ,1.343.632 ,1.343.632 ,17.856 ,16.145 ,35.887 ,9.510 ,556.668 ,583.433 ,33.496 ,0 ,90.636 ,10.499 ,10.499 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10.499 ,0 ,-228.664 
181.,VRANSKO,1.701.694 ,699.182 ,84.756 ,12.477 ,575.325 ,27.737 ,14.234 ,31.677 ,0 ,0 ,480.262 ,6.022 ,0 ,15.394 ,26.623 ,26.623 ,0 ,0 ,0 ,0 ,678.589 ,186.601 ,0 ,186.601 ,109.039 ,0 ,0 ,0 ,0 ,0 ,109.039 ,130.375 ,130.375 ,252.575 ,0 ,14.947 ,3.255 ,234.372 ,270.222 ,270.222 ,0 ,0 ,35.207 ,0 ,197.638 ,4.060 ,0 ,0 ,33.317 ,53.701 ,53.701 ,0 ,0 ,54 ,0 ,0 ,0 ,0 ,53.647 ,0 ,-222.884 
182.,VRHNIKA,7.216.124 ,1.233.676 ,327.679 ,37.748 ,815.457 ,97.421 ,292 ,44.563 ,2.854 ,2.441 ,533.680 ,22.676 ,0 ,111.530 ,40.565 ,36.384 ,4.181 ,0 ,0 ,12.227 ,2.545.744 ,97.075 ,18.298 ,78.777 ,1.342.034 ,0 ,5.341 ,2.128 ,0 ,0 ,1.334.564 ,152.349 ,152.349 ,954.286 ,176.248 ,34.556 ,21.591 ,721.891 ,3.436.705 ,3.436.705 ,370.452 ,0 ,33.951 ,10.578 ,2.729.795 ,102.036 ,63.495 ,0 ,126.398 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-334.310 
183.,VUZENICA,1.244.934 ,160.065 ,69.838 ,9.326 ,69.746 ,15.674 ,213 ,7.495 ,459 ,4.715 ,2.600 ,0 ,0 ,38.591 ,192 ,192 ,0 ,0 ,0 ,10.962 ,573.126 ,12.707 ,0 ,12.707 ,108.780 ,0 ,0 ,0 ,0 ,0 ,108.780 ,48.039 ,48.039 ,403.601 ,0 ,0 ,1.402 ,402.199 ,439.472 ,439.472 ,48.143 ,0 ,8.625 ,3.313 ,103.088 ,248.364 ,0 ,0 ,27.938 ,72.271 ,72.271 ,0 ,0 ,18.799 ,0 ,0 ,0 ,0 ,53.472 ,0 ,-123.827 
184.,ZAGORJE OB SAVI,6.089.476 ,1.719.325 ,349.516 ,50.593 ,1.286.171 ,185.708 ,303.564 ,128.856 ,15.202 ,4.319 ,509.765 ,21.532 ,7.257 ,109.969 ,6.067 ,6.055 ,0 ,0 ,13 ,26.978 ,2.607.657 ,54.469 ,0 ,54.469 ,394.008 ,0 ,0 ,51.569 ,0 ,24.424 ,318.015 ,504.532 ,504.532 ,1.654.649 ,118.019 ,74.190 ,223.122 ,1.239.317 ,1.360.061 ,1.360.061 ,0 ,0 ,85.770 ,104 ,276.694 ,631.885 ,231.017 ,0 ,134.589 ,402.433 ,402.433 ,0 ,0 ,98.790 ,44.008 ,0 ,0 ,3.547 ,256.088 ,0 ,71.970 
185.,ZAVRČ,1.039.484 ,208.688 ,51.435 ,7.006 ,145.435 ,11.438 ,676 ,22.104 ,0 ,5.312 ,56.543 ,0 ,0 ,49.362 ,638 ,638 ,0 ,0 ,0 ,4.173 ,193.782 ,64.931 ,0 ,64.931 ,70.911 ,438 ,0 ,0 ,0 ,0 ,70.472 ,19.871 ,19.871 ,38.070 ,4.594 ,17.288 ,0 ,16.187 ,637.014 ,637.014 ,0 ,0 ,6.522 ,0 ,621.102 ,0 ,0 ,0 ,9.389 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-63.946 
186.,ZREČE,2.461.096 ,951.515 ,160.132 ,22.730 ,726.419 ,75.376 ,21.737 ,242.288 ,5.896 ,5.613 ,250.964 ,12.661 ,2.107 ,109.777 ,12.515 ,10.704 ,0 ,1.811 ,0 ,29.720 ,942.355 ,33.609 ,10.862 ,22.747 ,508.993 ,396 ,0 ,931 ,0 ,0 ,507.666 ,142.526 ,142.526 ,257.228 ,60.370 ,16.149 ,1.928 ,178.781 ,567.226 ,567.226 ,20.381 ,2.295 ,29.315 ,0 ,428.005 ,72.609 ,14.622 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,118.536 
187.,ŽALEC,7.725.259 ,1.862.164 ,412.414 ,57.920 ,1.309.902 ,194.433 ,53.693 ,84.247 ,12.423 ,6.994 ,660.336 ,3.839 ,9.685 ,284.251 ,36.797 ,36.617 ,0 ,179 ,0 ,45.130 ,4.079.490 ,517.668 ,0 ,517.668 ,576.206 ,0 ,0 ,11.050 ,0 ,2.191 ,562.965 ,479.106 ,479.106 ,2.506.510 ,391.804 ,116.871 ,236.275 ,1.761.559 ,851.644 ,851.644 ,0 ,26.928 ,40.148 ,24.491 ,41.362 ,510.144 ,50.997 ,0 ,157.574 ,931.960 ,931.960 ,193.691 ,0 ,147.730 ,125.613 ,0 ,0 ,8.346 ,456.581 ,0 ,-202.070 
188.,ŽELEZNIKI,2.493.678 ,451.081 ,117.969 ,17.614 ,267.864 ,57.132 ,5.709 ,83.972 ,801 ,3.059 ,31.956 ,23.531 ,776 ,60.929 ,4.069 ,4.069 ,0 ,0 ,0 ,43.565 ,949.295 ,68.916 ,0 ,68.916 ,449.629 ,0 ,2.233 ,8.955 ,0 ,0 ,438.441 ,105.108 ,105.108 ,325.643 ,170.702 ,0 ,0 ,154.941 ,863.499 ,863.499 ,0 ,14.238 ,7.812 ,981 ,357.269 ,421.132 ,20.865 ,0 ,41.203 ,229.803 ,229.803 ,72.513 ,0 ,24.495 ,0 ,0 ,0 ,2.107 ,130.688 ,0 ,470.877 
189.,ŽETALE,1.515.089 ,186.150 ,27.220 ,3.710 ,150.104 ,12.677 ,676 ,6.226 ,20.506 ,417 ,3.313 ,0 ,0 ,106.289 ,4.636 ,4.636 ,0 ,0 ,0 ,480 ,158.567 ,10.178 ,0 ,10.178 ,79.820 ,0 ,0 ,0 ,0 ,0 ,79.820 ,12.527 ,12.527 ,56.042 ,0 ,12.356 ,0 ,43.686 ,1.170.372 ,1.170.372 ,0 ,0 ,83.075 ,0 ,1.051.590 ,38 ,0 ,0 ,35.670 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-240.394 
190.,ŽIRI,1.838.199 ,629.044 ,127.107 ,17.564 ,476.306 ,59.139 ,1.331 ,112.548 ,6.606 ,1.970 ,206.159 ,13.111 ,11.993 ,63.449 ,8.066 ,0 ,0 ,8.066 ,0 ,0 ,707.036 ,42.284 ,0 ,42.284 ,370.043 ,0 ,0 ,13.324 ,0 ,179 ,356.539 ,129.799 ,129.799 ,164.910 ,0 ,0 ,0 ,164.910 ,488.374 ,488.374 ,0 ,0 ,9.819 ,204 ,5.896 ,432.674 ,19.901 ,0 ,19.880 ,13.746 ,13.746 ,0 ,0 ,11.684 ,0 ,0 ,0 ,0 ,2.061 ,0 ,12.573 
191.,ŽIROVNICA,1.342.981 ,445.806 ,95.506 ,14.034 ,320.280 ,53.768 ,30.521 ,19.634 ,0 ,6.981 ,114.230 ,0 ,5.208 ,89.939 ,2.145 ,0 ,0 ,2.145 ,0 ,13.842 ,564.042 ,42.409 ,0 ,42.409 ,226.156 ,8.605 ,3.326 ,8.333 ,0 ,0 ,205.892 ,115.144 ,115.144 ,180.333 ,4.173 ,0 ,9.890 ,166.270 ,317.217 ,317.217 ,163.579 ,0 ,5.108 ,0 ,21.708 ,73.327 ,28.593 ,0 ,24.904 ,15.916 ,15.916 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,15.916 ,0 ,-1.277 
192.,ŽUŽEMBERK,2.111.071 ,434.619 ,84.735 ,8.880 ,332.528 ,45.852 ,0 ,36.943 ,5.058 ,2.103 ,167.226 ,5.884 ,43.511 ,25.951 ,0 ,0 ,0 ,0 ,0 ,8.475 ,810.149 ,136.292 ,0 ,136.292 ,216.992 ,0 ,0 ,2.475 ,0 ,0 ,214.518 ,56.931 ,56.931 ,399.933 ,0 ,20.143 ,0 ,379.791 ,749.487 ,749.487 ,0 ,19.212 ,15.135 ,2.007 ,456.693 ,182.244 ,0 ,734 ,73.460 ,116.817 ,116.817 ,0 ,24.099 ,18.778 ,50.075 ,0 ,334 ,3.338 ,20.193 ,0 ,-149.620 
,SKUPAJ,894.732.464 ,194.159.798 ,49.410.376 ,6.872.137 ,130.470.903 ,18.485.063 ,3.881.307 ,17.670.406 ,2.282.165 ,1.071.972 ,52.434.904 ,2.867.734 ,5.819.628 ,25.957.724 ,2.460.933 ,1.479.411 ,55.855 ,780.112 ,145.556 ,4.945.449 ,374.023.835 ,25.823.767 ,6.319.916 ,19.503.851 ,98.569.160 ,476.715 ,487.223 ,1.911.142 ,12.047 ,775.614 ,94.906.419 ,39.209.737 ,39.209.737 ,210.421.171 ,16.304.493 ,8.158.228 ,15.303.466 ,170.654.985 ,243.136.854 ,243.136.854 ,8.966.440 ,1.724.654 ,9.680.006 ,1.303.401 ,146.560.790 ,46.040.772 ,11.380.142 ,75.146 ,17.405.503 ,83.411.977 ,83.411.977 ,6.777.888 ,8.522.926 ,4.895.594 ,20.091.724 ,28.856 ,3.106.697 ,959.573 ,39.028.721 ,0 ,2.647.672 
