,,,,,,,,,,,- V EUR,,,,,- V EUR
,,,50,500,5001,5002,5003,55,550,5501,5502,5503,IX.,X.,XI.,XII.
,,,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ZADOLŽEVANJE,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,ODPLAČILA DOLGA,SPREMEMBA STANJA SREDSTEV NA RAČUNIH,NETO ZADOLŽEVANJE,NETO FINANCIRANJE,STANJE SREDSTEV NA RAČUNIH DNE 31. 12. PRETEKLEGA LETA
,,,,,,,,,,,,,,,,
,,,500,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,DOMAČE ZADOLŽEVANJE,550,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,ODPLAČILA DOMAČEGA DOLGA,(I.+IV.+VII.-II.-V.-VIII.),(VII.-VIII.),(VI.+X.-IX.=-III),
"Zap.
št.",ID,OBČINA,,,Najeti krediti pri poslovnih bankah,Najeti krediti pri drugih finančnih institucijah,Najeti krediti pri drugih domačih kreditodajalcih,,,Odplačila kreditov poslovnim bankam,Odplačila kreditov drugim finančnim institucijam,Odplačila kreditov drugim domačim kreditodajalcem,,,,
1.,1 ,OBČINA AJDOVŠČINA,"2,760,737.45 ","2,760,737.45 ","2,760,737.45 ",0.00 ,0.00 ,"488,117.01 ","488,117.01 ","488,117.01 ",0.00 ,0.00 ,"969,189.33 ","2,272,620.44 ","1,303,431.11 ","3,230,266.42 "
2.,195 ,OBČINA APAČE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"61,019.68 ","61,019.68 ","61,019.68 ",0.00 ,0.00 ,"135,159.02 ","-61,019.68 ","-196,178.70 ","617,151.64 "
3.,2 ,OBČINA BELTINCI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"318,292.68 ","318,292.68 ","318,292.68 ",0.00 ,0.00 ,"-242,619.35 ","-318,292.68 ","-75,673.33 ","742,887.20 "
4.,148 ,OBČINA BENEDIKT,"275,000.00 ","275,000.00 ","275,000.00 ",0.00 ,0.00 ,"498,529.43 ","498,529.43 ","498,529.43 ",0.00 ,0.00 ,"-2,580.24 ","-223,529.43 ","-220,949.19 ","24,435.88 "
5.,149 ,OBČINA BISTRICA OB SOTLI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"18,106.31 ","18,106.31 ",0.00 ,0.00 ,"18,106.31 ","274,667.04 ","-18,106.31 ","-292,773.35 ","18,809.21 "
6.,3 ,OBČINA BLED,"1,900,000.00 ","1,900,000.00 ","1,900,000.00 ",0.00 ,0.00 ,"131,918.48 ","131,918.48 ","131,918.48 ",0.00 ,0.00 ,"1,140,134.32 ","1,768,081.52 ","631,840.52 ","1,347,445.45 "
7.,150 ,OBČINA BLOKE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"200,771.42 ",0.00 ,"-200,771.42 ","178,653.81 "
8.,4 ,OBČINA BOHINJ,"422,000.00 ","422,000.00 ","422,000.00 ",0.00 ,0.00 ,"150,728.52 ","150,728.52 ","150,728.52 ",0.00 ,0.00 ,"-391,647.83 ","271,271.48 ","664,789.52 ","466,161.00 "
9.,5 ,OBČINA BOROVNICA,"1,900,000.00 ","1,900,000.00 ","1,900,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"945,614.32 ","1,900,000.00 ","954,385.68 ","-12,757.00 "
10.,6 ,OBČINA BOVEC,"500,000.00 ","500,000.00 ","500,000.00 ",0.00 ,0.00 ,"401,854.22 ","401,854.22 ","378,028.42 ",0.00 ,"23,825.80 ","-287,793.80 ","98,145.78 ","394,410.48 ","437,695.53 "
11.,151 ,OBČINA BRASLOVČE,"380,000.00 ","380,000.00 ","380,000.00 ",0.00 ,0.00 ,"124,007.96 ","124,007.96 ","124,007.96 ",0.00 ,0.00 ,"-388,329.95 ","255,992.04 ","644,760.41 ","523,472.59 "
12.,7 ,OBČINA BRDA,"408,694.00 ","408,694.00 ","408,694.00 ",0.00 ,0.00 ,"786,585.36 ","786,585.36 ","786,585.36 ",0.00 ,0.00 ,"-101,892.39 ","-377,891.36 ","-299,297.48 ","130,982.85 "
13.,8 ,OBČINA BREZOVICA,"2,330,754.99 ","2,330,754.99 ","630,000.00 ","1,700,754.99 ",0.00 ,"768,354.00 ","768,354.00 ","768,354.00 ",0.00 ,0.00 ,"318,526.23 ","1,562,400.99 ","1,243,874.76 ","560,750.22 "
14.,9 ,OBČINA BREŽICE,"1,000,000.00 ","1,000,000.00 ","1,000,000.00 ",0.00 ,0.00 ,"907,616.91 ","907,616.91 ","907,616.91 ",0.00 ,0.00 ,"-1,490,862.88 ","92,383.09 ","1,493,835.65 ","3,670,079.56 "
15.,152 ,OBČINA CANKOVA,"470,000.00 ","470,000.00 ","470,000.00 ",0.00 ,0.00 ,"153,751.00 ","153,751.00 ","153,751.00 ",0.00 ,0.00 ,"5,326.28 ","316,249.00 ","309,922.72 ","113,637.67 "
16.,11 ,MESTNA OBČINA CELJE,"800,000.00 ","800,000.00 ","800,000.00 ",0.00 ,0.00 ,"2,292,181.05 ","2,292,181.05 ","2,292,181.05 ",0.00 ,0.00 ,"-4,407,875.88 ","-1,492,181.05 ","2,915,952.83 ","5,839,730.37 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"3,000,000.00 ","3,000,000.00 ","3,000,000.00 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"912,639.75 ","3,000,000.00 ","-2,010,096.04 ","1,310,897.78 "
18.,13 ,OBČINA CERKNICA,"300,000.00 ","300,000.00 ",0.00 ,"300,000.00 ",0.00 ,"554,627.68 ","554,627.68 ","554,627.68 ",0.00 ,0.00 ,"899,107.12 ","-254,627.68 ","-1,153,734.80 ","136,789.15 "
19.,14 ,OBČINA CERKNO,"570,000.00 ","570,000.00 ","570,000.00 ",0.00 ,0.00 ,"99,025.37 ","99,025.37 ","96,976.32 ",0.00 ,"2,049.05 ","178,903.68 ","470,974.63 ","298,126.50 ","304,551.38 "
20.,153 ,OBČINA CERKVENJAK,"350,000.00 ","350,000.00 ","350,000.00 ",0.00 ,0.00 ,"73,710.41 ","73,710.41 ","38,235.75 ",0.00 ,"35,474.66 ","253,856.58 ","276,289.59 ","22,433.01 ",113.60 
21.,196 ,OBČINA CIRKULANE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"98,360.64 ","98,360.64 ","98,360.64 ",0.00 ,0.00 ,"13,254.16 ","-98,360.64 ","-111,614.80 ","308,522.25 "
22.,15 ,OBČINA ČRENŠOVCI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-29,861.33 ",0.00 ,"29,861.33 ","80,202.41 "
23.,16 ,OBČINA ČRNA NA KOROŠKEM,"70,000.00 ","70,000.00 ","70,000.00 ",0.00 ,0.00 ,"190,092.99 ","190,092.99 ","180,005.67 ",0.00 ,"10,087.32 ","-44,167.96 ","-120,092.99 ","-75,925.03 ","131,278.33 "
24.,17 ,OBČINA ČRNOMELJ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"360,855.07 ","360,855.07 ","351,095.17 ",0.00 ,"9,759.90 ","-329,157.36 ","-360,855.07 ","-31,697.71 ","659,354.48 "
25.,18 ,OBČINA DESTRNIK,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"75,335.33 ","75,335.33 ","75,335.33 ",0.00 ,0.00 ,"-227,932.29 ","-75,335.33 ","152,596.96 ","1,191,817.16 "
26.,19 ,OBČINA DIVAČA,"548,000.00 ","548,000.00 ","548,000.00 ",0.00 ,0.00 ,"243,487.01 ","243,487.01 ","243,487.01 ",0.00 ,0.00 ,"55,116.51 ","304,512.99 ","249,396.48 ","-135,118.50 "
27.,154 ,OBČINA DOBJE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-111,465.43 ",0.00 ,"111,465.43 ","228,674.00 "
28.,20 ,OBČINA DOBREPOLJE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-298,353.49 ",0.00 ,"298,485.61 ","416,053.05 "
29.,155 ,OBČINA DOBRNA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"136,851.00 ","136,851.00 ",0.00 ,0.00 ,"136,851.00 ","-546,914.01 ","-136,851.00 ","410,063.01 ","696,901.00 "
30.,21 ,OBČINA DOBROVA-POLHOV GRADEC,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"262,553.76 ","262,553.76 ","105,263.16 ",0.00 ,"157,290.60 ","-255,001.28 ","-262,553.76 ","-7,552.48 ","520,812.92 "
31.,156 ,OBČINA DOBROVNIK,"80,000.00 ","80,000.00 ","80,000.00 ",0.00 ,0.00 ,"28,763.55 ","28,763.55 ",0.00 ,0.00 ,"28,763.55 ","74,026.29 ","51,236.45 ","-22,789.84 ","83,731.42 "
32.,22 ,OBČINA DOL PRI LJUBLJANI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"90,129.85 ","90,129.85 ","90,129.85 ",0.00 ,0.00 ,"341,822.31 ","-90,129.85 ","-431,952.16 ","-345,945.49 "
33.,157 ,OBČINA DOLENJSKE TOPLICE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"100,189.73 ",0.00 ,"-100,189.73 ","554,089.48 "
34.,23 ,OBČINA DOMŽALE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"834,261.48 ","834,261.48 ","795,909.00 ",0.00 ,"38,352.48 ","-1,928,935.64 ","-834,261.48 ","1,104,034.16 ","12,348,009.00 "
35.,24 ,OBČINA DORNAVA,"220,000.00 ","220,000.00 ","220,000.00 ",0.00 ,0.00 ,"456,256.80 ","456,256.80 ","424,429.32 ",0.00 ,"31,827.48 ","19,301.51 ","-236,256.80 ","-255,558.31 ","-7,743.00 "
36.,25 ,OBČINA DRAVOGRAD,"900,000.00 ","900,000.00 ","900,000.00 ",0.00 ,0.00 ,"259,999.23 ","259,999.23 ","259,999.23 ",0.00 ,0.00 ,"182,060.17 ","640,000.77 ","337,440.60 ","-57,434.99 "
37.,26 ,OBČINA DUPLEK,"350,000.00 ","350,000.00 ","350,000.00 ",0.00 ,0.00 ,"1,056,661.64 ","1,056,661.64 ","1,056,661.64 ",0.00 ,0.00 ,"-729,849.41 ","-706,661.64 ","23,187.77 ","936,044.00 "
38.,27 ,OBČINA GORENJA VAS-POLJANE,"1,238,051.44 ","1,238,051.44 ","1,000,000.00 ",0.00 ,"238,051.44 ","71,214.61 ","71,214.61 ","71,214.61 ",0.00 ,0.00 ,"1,238,411.83 ","1,166,836.83 ","-98,675.00 ","12,537.05 "
39.,28 ,OBČINA GORIŠNICA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-589,663.24 ",0.00 ,"589,663.24 ","856,247.00 "
40.,207 ,OBČINA GORJE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"194,652.18 ","194,652.18 ","194,652.18 ",0.00 ,0.00 ,"-76,624.40 ","-194,652.18 ","-117,532.51 ","152,712.12 "
41.,29 ,OBČINA GORNJA RADGONA,"3,662,646.06 ","3,662,646.06 ","3,662,646.06 ",0.00 ,0.00 ,"1,577,664.84 ","1,577,664.84 ","1,577,664.84 ",0.00 ,0.00 ,"136,318.70 ","2,084,981.22 ","1,948,662.52 ","2,498.00 "
42.,30 ,OBČINA GORNJI GRAD,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"129,000.00 ","129,000.00 ","129,000.00 ",0.00 ,0.00 ,"-78,119.72 ","-129,000.00 ","-50,880.28 ","88,756.66 "
43.,31 ,OBČINA GORNJI PETROVCI,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-174,525.98 ",0.00 ,"173,005.98 ","178,891.60 "
44.,158 ,OBČINA GRAD,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"93,750.00 ","93,750.00 ","93,750.00 ",0.00 ,0.00 ,"-396,537.82 ","-93,750.00 ","302,787.82 ","29,014.76 "
45.,32 ,OBČINA GROSUPLJE,"6,400,000.00 ","6,400,000.00 ","6,400,000.00 ",0.00 ,0.00 ,"1,625,006.08 ","1,625,006.08 ","1,616,242.96 ",0.00 ,"8,763.12 ","3,142,420.81 ","4,774,993.92 ","1,632,573.11 ","398,100.84 "
46.,159 ,OBČINA HAJDINA,"453,500.00 ","453,500.00 ","453,500.00 ",0.00 ,0.00 ,"169,203.72 ","169,203.72 ","169,203.72 ",0.00 ,0.00 ,"68,791.91 ","284,296.28 ","215,504.37 ","114,299.00 "
47.,160 ,OBČINA HOČE-SLIVNICA,"1,000,000.00 ","1,000,000.00 ","1,000,000.00 ",0.00 ,0.00 ,"285,714.24 ","285,714.24 ","285,714.24 ",0.00 ,0.00 ,"813,054.66 ","714,285.76 ","-98,768.90 ","173,666.00 "
48.,161 ,OBČINA HODOŠ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"16,658.70 ","16,658.70 ","16,658.70 ",0.00 ,0.00 ,-918.15 ,"-16,658.70 ","-16,375.55 ","4,300.08 "
49.,162 ,OBČINA HORJUL,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"687,835.13 ",0.00 ,"-687,835.13 ","2,483,564.13 "
50.,34 ,OBČINA HRASTNIK,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"115,947.96 ","115,947.96 ","56,140.32 ",0.00 ,"59,807.64 ","-341,760.87 ","-115,947.96 ","226,076.17 ","823,786.21 "
51.,35 ,OBČINA HRPELJE-KOZINA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"131,077.16 ","131,077.16 ","12,500.00 ","118,577.16 ",0.00 ,"-84,030.93 ","-131,077.16 ","-47,046.23 ","56,591.18 "
52.,36 ,OBČINA IDRIJA,"1,391,820.00 ","1,391,820.00 ","1,391,820.00 ",0.00 ,0.00 ,"421,706.00 ","421,706.00 ","421,706.00 ",0.00 ,0.00 ,"15,190.84 ","970,114.00 ","953,148.42 ","106,379.00 "
53.,37 ,OBČINA IG,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"331,138.04 ","331,138.04 ","331,138.04 ",0.00 ,0.00 ,"-277,469.83 ","-331,138.04 ","-53,668.21 ","2,259,304.31 "
54.,38 ,OBČINA ILIRSKA BISTRICA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"326,098.98 ","326,098.98 ","311,005.23 ",0.00 ,"15,093.75 ","-123,146.46 ","-326,098.98 ","-202,952.52 ","287,739.13 "
55.,39 ,OBČINA IVANČNA GORICA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-841,124.62 ",0.00 ,"841,258.82 ","3,520,328.41 "
56.,40 ,OBČINA IZOLA,"1,500,000.00 ","1,500,000.00 ","1,500,000.00 ",0.00 ,0.00 ,"772,808.12 ","772,808.12 ","718,148.43 ",0.00 ,"54,659.69 ","-389,204.34 ","727,191.88 ","1,120,328.64 ","9,656.00 "
57.,41 ,OBČINA JESENICE,"3,000,000.00 ","3,000,000.00 ","3,000,000.00 ",0.00 ,0.00 ,"546,171.52 ","546,171.52 ","453,006.36 ",0.00 ,"93,165.16 ","829,053.45 ","2,453,828.48 ","1,624,775.03 ","2,163,372.30 "
58.,163 ,OBČINA JEZERSKO,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"-273,107.20 ",0.00 ,"273,792.33 ","699,303.92 "
59.,42 ,OBČINA JURŠINCI,"90,000.00 ","90,000.00 ","90,000.00 ",0.00 ,0.00 ,"119,602.38 ","119,602.38 ","119,602.38 ",0.00 ,0.00 ,"-21,572.56 ","-29,602.38 ","-8,029.82 ","51,473.00 "
60.,43 ,OBČINA KAMNIK,"3,800,000.00 ","3,800,000.00 ","3,800,000.00 ",0.00 ,0.00 ,"515,789.40 ","515,789.40 ","515,789.40 ",0.00 ,0.00 ,"2,248,106.77 ","3,284,210.60 ","616,103.83 ","2,887,003.14 "
61.,44 ,OBČINA KANAL,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,303.16 ","5,303.16 ",0.00 ,0.00 ,"5,303.16 ","55,177.09 ","-5,303.16 ","-60,480.25 ","160,805.00 "
62.,45 ,OBČINA KIDRIČEVO,"500,000.00 ","500,000.00 ","500,000.00 ",0.00 ,0.00 ,"188,586.68 ","188,586.68 ","188,586.68 ",0.00 ,0.00 ,"316,322.17 ","311,413.32 ","-6,908.85 ","40,522.36 "
63.,46 ,OBČINA KOBARID,"110,000.00 ","110,000.00 ","110,000.00 ",0.00 ,0.00 ,"50,184.40 ","50,184.40 ","50,184.40 ",0.00 ,0.00 ,"-71,886.90 ","59,815.60 ","131,702.50 ","169,925.95 "
64.,47 ,OBČINA KOBILJE,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,009.91 ","6,009.91 ","6,009.91 ",0.00 ,0.00 ,"15,273.96 ","-6,009.91 ","-21,283.87 ","1,787.20 "
65.,48 ,OBČINA KOČEVJE,"844,000.00 ","844,000.00 ","844,000.00 ",0.00 ,0.00 ,"486,903.17 ","486,903.17 ","465,510.23 ",0.00 ,"21,392.94 ","-1,183,943.85 ","357,096.83 ","1,545,254.68 ","1,826,896.07 "
66.,49 ,OBČINA KOMEN,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"129,996.00 ","129,996.00 ","129,996.00 ",0.00 ,0.00 ,"-129,193.80 ","-129,996.00 ",-802.20 ,"207,630.28 "
67.,164 ,OBČINA KOMENDA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"425,784.82 ","425,784.82 ","425,784.82 ",0.00 ,0.00 ,"-171,171.10 ","-425,784.82 ","-254,613.72 ","517,306.54 "
68.,50 ,MESTNA OBČINA KOPER,"6,817,839.77 ","6,817,839.77 ","5,220,000.00 ",0.00 ,"1,597,839.77 ","2,000,000.00 ","2,000,000.00 ","2,000,000.00 ",0.00 ,0.00 ,"-5,761,886.31 ","4,817,839.77 ","10,588,828.34 ","13,377,953.74 "
